namespace	ec_number
enz3115	4.1.1.47	ec_class
enz3116	4.1.1.48	ec_class
enz3117	4.1.1.49	ec_class
enz3118	4.1.1.5	ec_class
enz3119	4.1.1.50	ec_class
enz3120	4.1.1.51	ec_class
enz3121	4.1.1.52	ec_class
enz3122	4.1.1.53	ec_class
enz3123	4.1.1.54	ec_class
enz3124	4.1.1.55	ec_class
enz3125	4.1.1.56	ec_class
enz3126	4.1.1.57	ec_class
enz3127	4.1.1.58	ec_class
enz3128	4.1.1.59	ec_class
enz3129	4.1.1.6	ec_class
enz3130	4.1.1.60	ec_class
enz3131	4.1.1.61	ec_class
enz3132	4.1.1.62	ec_class
enz3133	4.1.1.63	ec_class
enz3134	4.1.1.64	ec_class
enz3135	4.1.1.65	ec_class
enz3136	4.1.1.66	ec_class
enz3137	4.1.1.67	ec_class
enz3138	4.1.1.68	ec_class
enz3140	4.1.1.7	ec_class
enz3144	4.1.1.74	ec_class
enz3145	4.1.1.75	ec_class
enz3146	4.1.1.76	ec_class
enz3147	4.1.1.77	ec_class
enz3148	4.1.1.8	ec_class
enz3149	4.1.1.9	ec_class
enz3152	4.1.2.11	ec_class
enz3153	4.1.2.12	ec_class
enz3154	4.1.2.13	ec_class
enz3155	4.1.2.14	ec_class
enz3158	4.1.2.17	ec_class
enz3159	4.1.2.18	ec_class
enz3160	4.1.2.19	ec_class
enz3161	4.1.2.2	ec_class
enz3162	4.1.2.20	ec_class
enz3163	4.1.2.21	ec_class
enz3164	4.1.2.22	ec_class
enz3166	4.1.2.24	ec_class
enz3167	4.1.2.25	ec_class
enz3168	4.1.2.26	ec_class
enz3169	4.1.2.27	ec_class
enz3170	4.1.2.28	ec_class
enz3171	4.1.2.29	ec_class
enz3173	1.14.14.32	ec_class
enz3175	4.1.2.32	ec_class
enz3183	4.1.2.4	ec_class
enz3184	4.1.2.40	ec_class
enz3185	4.1.2.5	ec_class
enz3188	4.1.2.8	ec_class
enz319	1.1.99.27	ec_class
enz3191	4.1.3.13	ec_class
enz3192	4.1.3.14	ec_class
enz3194	4.1.3.16	ec_class
enz320	1.1.99.28	ec_class
enz3202	4.1.3.26	ec_class
enz3205	4.1.3.30	ec_class
enz3206	4.1.3.32	ec_class
enz3210	4.1.3.4	ec_class
enz3216	4.2.1.10	ec_class
enz3220	4.2.1.19	ec_class
enz3221	4.2.1.20	ec_class
enz3223	4.2.1.22	ec_class
enz3225	4.2.1.25	ec_class
enz3227	4.2.1.28	ec_class
enz3229	4.2.1.31	ec_class
enz3230	4.2.1.32	ec_class
enz3231	4.2.1.33	ec_class
enz3232	4.2.1.34	ec_class
enz3233	4.2.1.35	ec_class
enz3234	4.2.1.36	ec_class
enz3237	4.2.1.39	ec_class
enz3239	4.2.1.41	ec_class
enz3240	4.2.1.42	ec_class
enz3242	4.2.1.44	ec_class
enz3244	4.2.1.46	ec_class
enz3245	4.2.1.47	ec_class
enz3247	4.2.1.49	ec_class
enz3248	4.2.1.5	ec_class
enz3249	4.2.1.50	ec_class
enz3250	4.2.1.53	ec_class
enz3252	4.2.1.55	ec_class
enz3253	4.2.1.56	ec_class
enz3254	4.2.1.57	ec_class
enz3256	4.2.1.59	ec_class
enz3259	4.2.1.62	ec_class
enz3262	4.2.1.65	ec_class
enz3264	4.2.1.67	ec_class
enz3268	4.2.1.70	ec_class
enz3271	4.2.1.73	ec_class
enz3272	4.2.1.74	ec_class
enz3273	4.2.1.75	ec_class
enz3274	4.2.1.76	ec_class
enz3275	4.2.1.77	ec_class
enz3276	4.2.1.78	ec_class
enz3277	4.2.1.79	ec_class
enz3278	4.2.1.8	ec_class
enz3289	4.2.1.96	ec_class
enz3290	4.2.1.97	ec_class
enz3291	4.2.1.98	ec_class
enz3292	4.2.1.99	ec_class
enz3295	4.2.2.13	ec_class
enz3297	4.2.2.7	ec_class
enz3308	4.3.1.1	ec_class
enz3309	4.3.1.10	ec_class
enz3311	4.3.1.13	ec_class
enz3312	4.3.1.14	ec_class
enz3313	4.3.1.15	ec_class
enz3314	4.3.1.2	ec_class
enz3340	5.1.1.1	ec_class
enz3341	5.1.1.10	ec_class
enz3342	5.1.1.11	ec_class
enz3343	5.1.1.12	ec_class
enz3344	5.1.1.13	ec_class
enz3345	5.1.1.14	ec_class
enz3346	5.1.1.15	ec_class
enz3347	5.1.1.16	ec_class
enz3348	5.1.1.2	ec_class
enz3349	5.1.1.3	ec_class
enz3350	5.1.1.4	ec_class
enz3351	5.1.1.5	ec_class
enz3352	5.1.1.6	ec_class
enz3353	5.1.1.7	ec_class
enz3354	5.1.1.8	ec_class
enz3355	5.1.1.9	ec_class
enz3356	5.1.2.1	ec_class
enz3358	5.1.2.3	ec_class
enz3359	5.1.2.4	ec_class
enz3360	5.1.2.5	ec_class
enz3361	5.1.2.6	ec_class
enz3362	5.1.3.1	ec_class
enz3363	5.1.3.10	ec_class
enz3364	5.1.3.11	ec_class
enz3366	5.1.3.13	ec_class
enz3367	5.1.3.14	ec_class
enz3368	5.1.3.15	ec_class
enz3369	5.1.3.16	ec_class
enz3370	5.1.3.17	ec_class
enz3371	5.1.3.18	ec_class
enz3372	5.1.3.19	ec_class
enz3373	5.1.3.2	ec_class
enz3374	5.1.3.20	ec_class
enz3375	5.1.3.3	ec_class
enz3376	5.1.3.4	ec_class
enz3377	5.1.3.5	ec_class
enz3378	5.1.3.6	ec_class
enz3379	5.1.3.7	ec_class
enz3380	5.1.3.8	ec_class
enz3381	5.1.3.9	ec_class
enz3382	5.1.99.1	ec_class
enz3383	5.1.99.2	ec_class
enz3384	5.1.99.3	ec_class
enz3385	5.1.99.4	ec_class
enz3386	5.2.1.1	ec_class
enz3387	5.2.1.10	ec_class
enz3389	5.2.1.2	ec_class
enz3391	5.2.1.4	ec_class
enz3392	5.2.1.5	ec_class
enz3393	5.2.1.6	ec_class
enz3395	5.2.1.8	ec_class
enz3396	5.2.1.9	ec_class
enz3397	5.3.1.1	ec_class
enz3400	5.3.1.12	ec_class
enz3401	5.3.1.13	ec_class
enz3402	5.3.1.14	ec_class
enz3403	5.3.1.15	ec_class
enz3404	5.3.1.16	ec_class
enz3405	5.3.1.17	ec_class
enz3409	5.3.1.20	ec_class
enz3410	5.3.1.21	ec_class
enz3411	5.3.1.22	ec_class
enz3412	5.3.1.23	ec_class
enz3414	5.3.1.25	ec_class
enz3415	5.3.1.26	ec_class
enz3416	5.3.1.3	ec_class
enz3417	5.3.1.4	ec_class
enz3418	5.3.1.5	ec_class
enz3419	5.3.1.6	ec_class
enz3420	5.3.1.7	ec_class
enz3421	5.3.1.8	ec_class
enz3422	5.3.1.9	ec_class
enz3423	5.3.2.1	ec_class
enz3424	5.3.2.2	ec_class
enz3425	5.3.3.1	ec_class
enz3426	5.3.3.10	ec_class
enz3427	5.3.3.11	ec_class
enz3429	5.3.3.2	ec_class
enz3430	5.3.3.3	ec_class
enz3431	5.3.3.4	ec_class
enz3432	5.3.3.5	ec_class
enz34323	6.2.1.34	ec_class
enz34324	5.1.2.2	ec_class
enz34326	4.1.2.61	ec_class
enz34328	4.2.1.100	ec_class
enz3433	5.3.3.6	ec_class
enz34330	4.3.1.16	ec_class
enz34332	4.6.1.13	ec_class
enz34334	1.13.11.45	ec_class
enz34335	1.13.11.46	ec_class
enz34336	1.13.11.48	ec_class
enz34337	1.13.11.49	ec_class
enz34338	1.13.11.67	ec_class
enz34339	1.14.11.17	ec_class
enz3434	5.3.3.7	ec_class
enz34340	1.14.11.18	ec_class
enz34341	1.14.20.4	ec_class
enz34342	1.14.12.17	ec_class
enz34343	1.14.12.18	ec_class
enz34344	1.14.14.23	ec_class
enz34345	1.14.13.32	ec_class
enz34346	1.14.14.97	ec_class
enz34347	1.14.14.88	ec_class
enz34348	1.14.14.89	ec_class
enz34349	1.14.14.55	ec_class
enz3435	5.3.3.8	ec_class
enz34350	1.14.14.37	ec_class
enz34351	1.14.13.69	ec_class
enz34352	1.14.14.154	ec_class
enz34353	1.14.14.102	ec_class
enz34354	1.14.18.9	ec_class
enz34355	1.14.15.3	ec_class
enz34356	1.14.15.4	ec_class
enz34357	1.14.15.6	ec_class
enz34358	1.14.15.7	ec_class
enz34359	1.14.14.16	ec_class
enz3436	5.3.3.9	ec_class
enz34360	1.14.99.22	ec_class
enz34361	1.14.19.24	ec_class
enz34362	1.14.19.5	ec_class
enz34363	1.14.19.39	ec_class
enz34364	1.14.99.34	ec_class
enz34365	1.14.99.35	ec_class
enz34366	1.17.99.2	ec_class
enz34367	1.18.1.2	ec_class
enz34368	1.1.1.1	ec_class
enz34369	1.1.1.10	ec_class
enz3437	5.3.4.1	ec_class
enz34370	1.1.1.100	ec_class
enz34371	1.1.1.101	ec_class
enz34372	1.1.1.102	ec_class
enz34373	1.1.1.103	ec_class
enz34374	1.1.1.104	ec_class
enz34375	1.1.1.105	ec_class
enz34376	1.1.1.106	ec_class
enz34377	1.1.1.107	ec_class
enz34378	1.1.1.108	ec_class
enz34379	1.1.1.11	ec_class
enz34380	1.1.1.110	ec_class
enz34381	1.1.1.111	ec_class
enz34382	1.1.1.112	ec_class
enz34383	1.1.1.113	ec_class
enz34384	1.1.1.114	ec_class
enz34385	1.1.1.115	ec_class
enz34386	1.1.1.116	ec_class
enz34387	1.1.1.118	ec_class
enz34388	1.1.1.119	ec_class
enz34389	1.1.1.12	ec_class
enz3439	5.3.99.2	ec_class
enz34390	1.1.1.120	ec_class
enz34391	1.1.1.121	ec_class
enz34392	1.1.1.122	ec_class
enz34393	1.1.1.123	ec_class
enz34394	1.1.1.124	ec_class
enz34395	1.1.1.125	ec_class
enz34396	1.1.1.126	ec_class
enz34397	1.1.1.127	ec_class
enz34399	1.1.1.129	ec_class
enz3440	5.3.99.3	ec_class
enz34400	1.1.1.13	ec_class
enz34401	1.1.1.130	ec_class
enz34402	1.1.1.131	ec_class
enz34403	1.1.1.132	ec_class
enz34404	1.1.1.133	ec_class
enz34405	1.1.1.135	ec_class
enz34406	1.1.1.136	ec_class
enz34407	1.1.1.137	ec_class
enz34408	1.1.1.138	ec_class
enz34409	1.1.1.14	ec_class
enz34410	1.1.1.140	ec_class
enz34411	1.1.1.141	ec_class
enz34412	1.1.1.142	ec_class
enz34413	1.1.1.143	ec_class
enz34414	1.1.1.144	ec_class
enz34415	1.1.1.146	ec_class
enz34416	1.1.1.147	ec_class
enz34417	1.1.1.148	ec_class
enz34418	1.1.1.149	ec_class
enz34419	1.1.1.150	ec_class
enz3442	5.3.99.5	ec_class
enz34420	1.1.1.151	ec_class
enz34421	1.1.1.152	ec_class
enz34422	1.1.1.153	ec_class
enz34423	1.1.1.154	ec_class
enz34425	1.1.1.156	ec_class
enz34426	1.1.1.157	ec_class
enz34427	1.3.1.98	ec_class
enz34428	1.1.1.159	ec_class
enz34429	1.1.1.162	ec_class
enz3443	5.3.99.6	ec_class
enz34430	1.1.1.163	ec_class
enz34431	1.1.1.164	ec_class
enz34432	1.1.1.165	ec_class
enz34433	1.1.1.166	ec_class
enz34434	1.1.1.167	ec_class
enz34435	1.1.1.169	ec_class
enz34436	1.1.1.170	ec_class
enz34437	1.1.1.172	ec_class
enz34438	1.1.1.174	ec_class
enz34439	1.1.1.175	ec_class
enz34440	1.1.1.177	ec_class
enz34441	1.1.1.178	ec_class
enz34442	1.1.1.179	ec_class
enz34443	1.1.1.181	ec_class
enz34444	1.1.1.183	ec_class
enz34445	1.1.1.185	ec_class
enz34446	1.1.1.186	ec_class
enz34447	1.1.1.19	ec_class
enz34448	1.1.1.190	ec_class
enz34449	1.1.1.191	ec_class
enz3445	5.4.1.1	ec_class
enz34450	1.1.1.193	ec_class
enz34451	1.1.1.198	ec_class
enz34452	1.1.1.2	ec_class
enz34453	1.1.1.20	ec_class
enz34454	1.1.1.201	ec_class
enz34455	1.1.1.203	ec_class
enz34456	1.1.1.209	ec_class
enz34457	1.1.1.21	ec_class
enz34458	1.1.1.210	ec_class
enz34459	1.1.1.211	ec_class
enz3446	5.4.99.61	ec_class
enz34460	1.1.1.212	ec_class
enz34461	1.1.1.215	ec_class
enz34462	1.1.1.217	ec_class
enz34463	1.1.1.218	ec_class
enz34464	1.1.1.22	ec_class
enz34465	1.1.1.220	ec_class
enz34466	1.1.1.221	ec_class
enz34468	1.1.1.223	ec_class
enz34469	1.1.1.225	ec_class
enz34470	1.1.1.227	ec_class
enz34471	1.1.1.228	ec_class
enz34472	1.1.1.23	ec_class
enz34473	1.1.1.230	ec_class
enz34474	1.1.1.232	ec_class
enz34475	1.1.1.234	ec_class
enz34476	1.1.1.235	ec_class
enz34477	1.1.1.237	ec_class
enz34478	1.1.1.238	ec_class
enz34479	1.1.1.239	ec_class
enz3448	5.4.2.2	ec_class
enz34480	1.1.1.24	ec_class
enz34481	1.1.1.240	ec_class
enz34482	1.1.1.241	ec_class
enz34483	1.1.1.243	ec_class
enz34484	1.1.1.244	ec_class
enz34485	1.1.1.245	ec_class
enz34487	1.1.1.25	ec_class
enz34488	1.1.1.255	ec_class
enz34489	1.1.1.26	ec_class
enz3449	5.4.2.3	ec_class
enz34490	1.1.1.267	ec_class
enz34491	1.1.1.27	ec_class
enz34492	1.1.1.270	ec_class
enz34494	1.1.1.28	ec_class
enz34495	1.1.1.29	ec_class
enz34496	1.1.1.30	ec_class
enz34497	1.1.1.31	ec_class
enz34498	1.1.1.32	ec_class
enz34499	1.1.1.33	ec_class
enz3450	5.4.2.4	ec_class
enz34500	1.1.1.34	ec_class
enz34501	1.1.1.35	ec_class
enz34502	1.1.1.36	ec_class
enz34503	1.1.1.37	ec_class
enz34504	1.1.1.38	ec_class
enz34505	1.1.1.39	ec_class
enz34506	1.1.1.40	ec_class
enz34507	1.1.1.41	ec_class
enz34508	1.1.1.42	ec_class
enz34509	1.1.1.43	ec_class
enz3451	5.4.2.5	ec_class
enz34510	1.1.1.44	ec_class
enz34511	1.1.1.45	ec_class
enz34512	1.1.1.46	ec_class
enz34514	1.1.1.48	ec_class
enz34515	1.1.1.49	ec_class
enz34518	1.1.1.51	ec_class
enz34519	1.1.1.52	ec_class
enz3452	5.4.2.6	ec_class
enz34520	1.1.1.53	ec_class
enz34521	1.1.1.54	ec_class
enz34522	1.1.1.56	ec_class
enz34523	1.1.1.57	ec_class
enz34524	1.1.1.58	ec_class
enz34525	1.1.1.59	ec_class
enz34527	1.1.1.60	ec_class
enz34528	1.1.1.61	ec_class
enz34529	1.1.1.62	ec_class
enz3453	5.4.2.7	ec_class
enz34531	1.1.1.64	ec_class
enz34532	1.1.1.65	ec_class
enz34533	1.1.1.67	ec_class
enz34535	1.1.1.7	ec_class
enz34536	1.1.1.71	ec_class
enz34537	1.1.1.72	ec_class
enz34538	1.1.1.73	ec_class
enz34539	1.1.1.75	ec_class
enz3454	5.4.2.8	ec_class
enz34540	1.1.1.77	ec_class
enz34541	1.1.1.79	ec_class
enz34542	1.1.1.8	ec_class
enz34543	1.1.1.80	ec_class
enz34544	1.1.1.81	ec_class
enz34545	1.1.1.82	ec_class
enz34546	1.1.1.83	ec_class
enz34550	1.1.1.88	ec_class
enz34551	1.1.1.92	ec_class
enz34553	1.1.1.94	ec_class
enz34554	1.1.1.95	ec_class
enz34555	1.1.1.96	ec_class
enz34556	1.1.1.97	ec_class
enz34557	1.1.1.98	ec_class
enz34558	1.1.1.99	ec_class
enz34559	1.1.3.21	ec_class
enz34561	1.1.3.28	ec_class
enz34563	1.1.3.30	ec_class
enz34564	1.1.3.39	ec_class
enz34565	1.1.3.40	ec_class
enz34566	1.1.3.5	ec_class
enz34567	1.1.3.6	ec_class
enz34569	1.17.4.4	ec_class
enz3457	5.4.3.2	ec_class
enz34570	1.17.4.5	ec_class
enz34571	1.1.99.12	ec_class
enz34574	1.1.99.18	ec_class
enz34575	1.17.99.4	ec_class
enz34576	1.1.99.22	ec_class
enz34578	1.1.99.24	ec_class
enz34579	1.1.5.8	ec_class
enz3458	5.4.3.3	ec_class
enz34580	1.1.99.26	ec_class
enz34582	1.1.99.6	ec_class
enz34583	1.1.99.7	ec_class
enz34584	1.1.99.9	ec_class
enz34585	1.20.1.1	ec_class
enz34586	1.20.4.2	ec_class
enz34587	1.20.9.1	ec_class
enz34589	1.2.1.12	ec_class
enz34590	1.2.1.13	ec_class
enz34591	1.2.1.16	ec_class
enz34592	1.2.1.18	ec_class
enz34593	1.2.1.19	ec_class
enz34594	1.17.1.9	ec_class
enz34595	1.2.1.20	ec_class
enz34596	1.2.1.22	ec_class
enz34597	1.2.1.23	ec_class
enz34598	1.2.1.24	ec_class
enz34599	1.2.1.26	ec_class
enz3460	5.4.3.5	ec_class
enz34600	1.2.1.29	ec_class
enz34601	1.2.1.30	ec_class
enz34602	1.2.1.31	ec_class
enz34603	1.2.1.33	ec_class
enz34605	1.2.1.42	ec_class
enz34606	1.17.1.10	ec_class
enz34607	1.2.1.44	ec_class
enz34608	1.1.1.312	ec_class
enz34609	1.2.1.46	ec_class
enz3461	5.4.3.6	ec_class
enz34610	1.2.1.47	ec_class
enz34611	1.2.1.49	ec_class
enz34612	1.2.1.50	ec_class
enz34613	1.2.1.51	ec_class
enz34614	1.2.1.52	ec_class
enz34615	1.2.1.53	ec_class
enz34616	1.2.1.54	ec_class
enz34619	1.2.1.60	ec_class
enz3462	5.4.3.7	ec_class
enz34620	1.2.1.61	ec_class
enz34621	1.2.1.62	ec_class
enz34622	1.2.1.63	ec_class
enz34623	1.2.1.64	ec_class
enz34624	1.2.1.65	ec_class
enz34625	1.1.1.306	ec_class
enz34626	1.2.1.68	ec_class
enz34627	1.2.1.7	ec_class
enz34628	1.2.1.9	ec_class
enz3463	5.4.3.8	ec_class
enz34630	1.17.2.3	ec_class
enz34632	1.2.3.13	ec_class
enz34633	1.2.3.4	ec_class
enz34634	1.2.3.5	ec_class
enz34635	1.2.3.9	ec_class
enz34636	1.2.7.1	ec_class
enz34638	1.2.7.3	ec_class
enz34639	1.2.5.2	ec_class
enz3464	5.4.99.1	ec_class
enz34640	1.3.1.57	ec_class
enz34642	1.3.1.60	ec_class
enz34643	1.3.1.62	ec_class
enz34644	1.21.1.2	ec_class
enz34645	1.3.1.65	ec_class
enz34646	1.3.1.66	ec_class
enz34647	1.3.1.67	ec_class
enz34648	1.3.1.68	ec_class
enz34649	1.3.1.70	ec_class
enz34650	1.3.1.72	ec_class
enz34651	1.1.7.1	ec_class
enz34655	1.5.98.2	ec_class
enz34656	1.5.99.12	ec_class
enz34657	1.6.2.4	ec_class
enz34658	1.6.5.6	ec_class
enz34659	1.6.5.7	ec_class
enz3466	5.4.99.11	ec_class
enz34660	1.7.2.2	ec_class
enz34661	1.8.1.15	ec_class
enz34662	1.8.1.5	ec_class
enz34663	1.8.4.9	ec_class
enz34664	2.1.1.129	ec_class
enz34666	2.1.1.136	ec_class
enz34669	2.1.1.139	ec_class
enz34670	2.1.1.140	ec_class
enz34671	2.1.1.142	ec_class
enz34672	2.1.1.144	ec_class
enz34673	2.1.1.145	ec_class
enz34675	2.3.1.155	ec_class
enz34676	2.3.1.156	ec_class
enz34677	2.3.1.157	ec_class
enz34678	2.4.1.209	ec_class
enz34679	2.4.1.210	ec_class
enz34680	2.4.1.211	ec_class
enz34681	2.4.1.215	ec_class
enz34684	2.5.1.44	ec_class
enz34687	2.6.1.76	ec_class
enz3469	5.4.99.14	ec_class
enz34698	3.10.1.1	ec_class
enz34699	3.12.1.1	ec_class
enz3470	5.4.99.15	ec_class
enz34701	3.1.21.7	ec_class
enz34709	3.1.4.43	ec_class
enz3471	5.4.99.16	ec_class
enz34710	3.2.1.108	ec_class
enz34712	3.2.1.149	ec_class
enz34713	3.2.1.55	ec_class
enz34714	3.2.1.72	ec_class
enz34715	3.5.1.14	ec_class
enz34717	3.5.1.3	ec_class
enz34718	3.5.1.43	ec_class
enz34719	3.5.1.44	ec_class
enz3472	5.4.99.2	ec_class
enz34720	3.5.1.52	ec_class
enz34721	3.5.1.63	ec_class
enz34722	3.5.1.69	ec_class
enz34723	3.5.1.73	ec_class
enz34724	3.5.1.86	ec_class
enz34725	3.5.1.87	ec_class
enz34727	3.5.1.89	ec_class
enz34728	3.5.3.18	ec_class
enz34729	3.5.1.116	ec_class
enz3473	5.4.99.3	ec_class
enz34730	3.5.3.3	ec_class
enz34731	3.5.4.12	ec_class
enz34732	3.5.4.21	ec_class
enz34733	3.5.4.28	ec_class
enz34735	3.6.1.29	ec_class
enz34736	3.6.1.40	ec_class
enz34737	3.6.1.43	ec_class
enz34738	3.6.1.44	ec_class
enz3474	5.4.99.4	ec_class
enz34740	3.6.2.1	ec_class
enz34741	3.6.2.2	ec_class
enz34743	7.2.2.6	ec_class
enz34745	7.5.2.2	ec_class
enz34746	7.2.2.14	ec_class
enz34747	7.4.2.2	ec_class
enz34748	7.3.2.1	ec_class
enz34749	7.3.2.2	ec_class
enz3475	5.4.99.5	ec_class
enz34750	7.5.2.4	ec_class
enz34751	7.6.2.5	ec_class
enz34753	7.2.2.2	ec_class
enz34754	7.4.2.8	ec_class
enz34755	5.6.1.7	ec_class
enz34756	3.7.1.2	ec_class
enz34757	3.7.1.3	ec_class
enz34758	3.7.1.4	ec_class
enz34759	3.7.1.5	ec_class
enz34760	3.7.1.6	ec_class
enz34761	3.8.1.6	ec_class
enz3477	5.4.99.7	ec_class
enz3478	5.4.99.8	ec_class
enz3479	5.4.99.9	ec_class
enz3480	5.5.1.1	ec_class
enz3483	5.5.1.2	ec_class
enz3484	5.5.1.3	ec_class
enz3485	5.5.1.4	ec_class
enz3486	5.5.1.5	ec_class
enz3487	5.5.1.6	ec_class
enz3488	5.5.1.7	ec_class
enz3489	5.5.1.8	ec_class
enz3490	5.5.1.9	ec_class
enz3491	5.99.1.1	ec_class
enz3492	5.6.2.1	ec_class
enz3493	5.6.2.2	ec_class
enz3494	6.1.1.1	ec_class
enz3495	6.1.1.10	ec_class
enz3496	6.1.1.11	ec_class
enz3497	6.1.1.12	ec_class
enz3499	6.1.1.14	ec_class
enz3500	6.1.1.15	ec_class
enz3501	6.1.1.16	ec_class
enz3502	6.1.1.17	ec_class
enz3503	6.1.1.18	ec_class
enz3504	6.1.1.19	ec_class
enz3505	6.1.1.2	ec_class
enz3506	6.1.1.20	ec_class
enz3507	6.1.1.21	ec_class
enz3508	6.1.1.22	ec_class
enz3509	6.1.1.3	ec_class
enz3510	6.1.1.4	ec_class
enz3511	6.1.1.5	ec_class
enz3512	6.1.1.6	ec_class
enz3513	6.1.1.7	ec_class
enz3515	6.1.1.9	ec_class
enz3516	6.2.1.1	ec_class
enz3517	6.2.1.10	ec_class
enz3518	6.2.1.11	ec_class
enz3519	6.2.1.12	ec_class
enz3520	6.2.1.13	ec_class
enz3521	6.2.1.14	ec_class
enz3522	6.2.1.15	ec_class
enz3523	6.2.1.16	ec_class
enz3524	6.2.1.17	ec_class
enz3525	6.2.1.18	ec_class
enz3526	6.2.1.19	ec_class
enz3527	6.2.1.2	ec_class
enz3528	6.2.1.20	ec_class
enz3530	6.2.1.22	ec_class
enz3531	6.2.1.23	ec_class
enz3532	6.2.1.24	ec_class
enz3533	6.2.1.25	ec_class
enz3536	6.2.1.28	ec_class
enz3538	6.2.1.3	ec_class
enz3540	6.2.1.31	ec_class
enz3542	6.2.1.33	ec_class
enz3543	6.2.1.4	ec_class
enz3544	6.2.1.5	ec_class
enz3545	6.2.1.6	ec_class
enz3546	6.2.1.7	ec_class
enz3547	6.2.1.8	ec_class
enz3548	6.2.1.9	ec_class
enz3549	6.3.1.1	ec_class
enz3552	6.3.1.4	ec_class
enz3553	6.3.1.5	ec_class
enz3554	6.3.1.6	ec_class
enz3555	6.3.1.7	ec_class
enz3556	6.3.1.8	ec_class
enz3557	6.3.1.9	ec_class
enz3558	6.3.2.1	ec_class
enz3559	6.3.2.10	ec_class
enz3560	6.3.2.11	ec_class
enz3561	6.3.2.12	ec_class
enz3562	6.3.2.13	ec_class
enz3563	6.3.2.14	ec_class
enz3565	6.3.2.16	ec_class
enz3566	6.3.2.17	ec_class
enz3567	6.3.2.18	ec_class
enz3569	6.3.2.2	ec_class
enz3570	6.3.2.20	ec_class
enz3572	6.3.1.14	ec_class
enz3575	6.3.2.25	ec_class
enz3576	6.3.2.3	ec_class
enz3577	6.3.2.4	ec_class
enz3579	6.3.2.6	ec_class
enz3580	6.3.2.7	ec_class
enz3581	6.3.2.8	ec_class
enz3582	6.3.2.9	ec_class
enz3583	6.3.3.1	ec_class
enz3584	6.3.3.2	ec_class
enz3585	6.3.3.3	ec_class
enz3587	6.3.4.10	ec_class
enz3588	6.3.4.11	ec_class
enz3589	6.3.4.12	ec_class
enz3590	6.3.4.13	ec_class
enz3591	6.3.4.14	ec_class
enz3592	6.3.4.15	ec_class
enz3593	6.3.4.16	ec_class
enz3594	6.3.4.17	ec_class
enz3596	6.3.4.3	ec_class
enz3597	6.3.4.4	ec_class
enz3598	6.3.4.5	ec_class
enz3599	6.3.4.6	ec_class
enz3600	6.3.4.7	ec_class
enz3601	6.3.4.8	ec_class
enz3602	6.3.4.9	ec_class
enz3603	6.3.5.1	ec_class
enz3604	6.3.5.2	ec_class
enz3605	6.3.5.3	ec_class
enz3606	6.3.5.4	ec_class
enz3607	6.3.5.5	ec_class
enz3608	6.4.1.1	ec_class
enz3610	6.4.1.3	ec_class
enz3611	6.4.1.4	ec_class
enz3612	6.4.1.5	ec_class
enz3613	6.5.1.1	ec_class
enz3614	6.5.1.2	ec_class
enz3615	6.5.1.3	ec_class
enz3616	6.5.1.4	ec_class
enz3617	4.1.1.38	ec_class
enz3618	4.1.1.44	ec_class
enz3619	4.1.1.69	ec_class
enz3620	4.1.2.23	ec_class
enz3621	4.1.3.1	ec_class
enz3624	4.1.3.17	ec_class
enz3627	4.1.3.22	ec_class
enz3628	4.1.3.24	ec_class
enz3629	4.1.3.25	ec_class
enz3630	4.1.3.27	ec_class
enz3631	4.1.3.3	ec_class
enz3633	4.1.3.34	ec_class
enz3634	4.1.3.6	ec_class
enz3637	4.1.99.2	ec_class
enz3638	4.1.99.3	ec_class
enz3640	4.2.1.1	ec_class
enz3641	4.2.1.11	ec_class
enz3642	4.2.1.12	ec_class
enz3644	4.2.1.17	ec_class
enz3645	4.2.1.18	ec_class
enz3646	4.2.1.2	ec_class
enz3649	4.2.1.3	ec_class
enz3650	4.2.1.30	ec_class
enz3651	4.2.1.40	ec_class
enz3652	4.2.1.43	ec_class
enz3653	4.2.1.45	ec_class
enz3654	4.2.1.48	ec_class
enz3655	4.2.1.51	ec_class
enz3656	4.3.3.7	ec_class
enz3657	4.2.1.54	ec_class
enz3658	4.2.1.6	ec_class
enz3659	4.2.1.66	ec_class
enz3660	4.2.1.68	ec_class
enz3661	4.2.1.69	ec_class
enz3662	4.2.1.7	ec_class
enz3663	4.2.1.9	ec_class
enz3665	4.2.2.10	ec_class
enz3667	4.2.2.3	ec_class
enz3669	4.2.2.5	ec_class
enz3670	4.2.2.6	ec_class
enz3672	4.2.2.9	ec_class
enz3675	4.2.99.12	ec_class
enz3681	4.3.1.12	ec_class
enz3682	4.3.1.3	ec_class
enz3683	4.3.1.4	ec_class
enz3685	4.3.1.6	ec_class
enz3686	4.3.1.7	ec_class
enz3688	4.3.2.1	ec_class
enz3689	4.3.2.2	ec_class
enz3690	4.3.2.3	ec_class
enz3692	4.4.1.1	ec_class
enz3693	4.4.1.10	ec_class
enz3694	4.4.1.11	ec_class
enz3696	4.4.1.13	ec_class
enz3697	4.4.1.14	ec_class
enz3698	4.4.1.2	ec_class
enz3699	4.4.1.3	ec_class
enz3700	4.4.1.4	ec_class
enz3704	4.4.1.9	ec_class
enz3705	4.5.1.1	ec_class
enz3706	4.5.1.2	ec_class
enz3707	4.6.1.1	ec_class
enz3708	4.6.1.2	ec_class
enz3711	4.98.1.1	ec_class
